2.95;0;0;0;1;0;0;1.5708;0;0;
3;0;0;0;1;0;0;1.5708;0;0;
3.05;0.00329844;0.129187;2.42;0.998254;-0.067275;-1.194;1.56473;-0.227336;-3.64523;
3.1;0.01265;0.24225;2.105;0.99352;-0.1197;-0.906;1.54948;-0.369333;-2.08131;
3.15;0.0272672;0.339937;1.805;0.986517;-0.158175;-0.636;1.52898;-0.439983;-0.788343;
3.2;0.0464;0.423;1.52;0.97792;-0.1836;-0.384;1.50646;-0.452389;0.251327;
3.25;0.0693359;0.492188;1.25;0.968359;-0.196875;-0.15;1.48451;-0.418777;1.05538;
3.3;0.0954;0.54825;0.995;0.95842;-0.1989;0.066;1.46516;-0.350484;1.64148;
3.35;0.123955;0.591937;0.755;0.948642;-0.190575;0.264;1.44986;-0.257966;2.02731;
3.4;0.1544;0.624;0.53;0.93952;-0.1728;0.444;1.4396;-0.150796;2.23053;
3.45;0.186173;0.645187;0.32;0.931504;-0.146475;0.606;1.43488;-0.0376623;2.26882;
3.5;0.21875;0.65625;0.125;0.925;-0.1125;0.75;1.43581;0.0736311;2.15985;
3.55;0.251642;0.657937;-0.055;0.920367;-0.071775;0.876;1.4421;0.176162;1.92128;
3.6;0.2844;0.651;-0.22;0.91792;-0.0252;0.984;1.45318;0.263894;1.5708;
3.65;0.316611;0.636187;-0.37;0.917929;0.026325;1.074;1.46816;0.331671;1.12606;
3.7;0.3479;0.61425;-0.505;0.92062;0.0819;1.146;1.48594;0.375224;0.604757;
3.75;0.37793;0.585938;-0.625;0.926172;0.140625;1.2;1.50522;0.391165;0.0245437;
3.8;0.4064;0.552;-0.73;0.93472;0.2016;1.236;1.52455;0.376991;-0.596903;
3.85;0.433048;0.513188;-0.82;0.946354;0.263925;1.254;1.54239;0.331082;-1.24191;
3.9;0.45765;0.47025;-0.895;0.96112;0.3267;1.254;1.55712;0.252702;-1.89281;
3.95;0.480017;0.423937;-0.955;0.979017;0.389025;1.236;1.56712;0.141998;-2.53193;
4;0.5;0.375;-1;1;0.45;1.2;1.5708;6.82121e-13;-3.14159;
4.05;0.517486;0.324188;-1.03;1.02398;0.508725;1.146;1.56663;-0.171376;-3.70413;
4.1;0.5324;0.27225;-1.045;1.05082;0.5643;1.074;1.55322;-0.369333;-4.20188;
4.15;0.544705;0.219938;-1.045;1.08034;0.615825;0.984;1.52931;-0.59019;-4.61716;
4.2;0.5544;0.168;-1.03;1.11232;0.6624;0.876;1.49389;-0.82938;-4.9323;
4.25;0.561523;0.117188;-1;1.14648;0.703125;0.75;1.44616;-1.08146;-5.12963;
4.3;0.56615;0.06825;-0.955;1.18252;0.7371;0.606;1.38563;-1.34009;-5.19148;
4.35;0.568392;0.0219375;-0.895;1.22007;0.763425;0.444;1.31216;-1.59805;-5.10018;
4.4;0.5684;-0.021;-0.82;1.25872;0.7812;0.264;1.22598;-1.84726;-4.83805;
4.45;0.566361;-0.0598125;-0.73;1.29803;0.789525;0.066;1.12773;-2.07872;-4.38743;
4.5;0.5625;-0.09375;-0.625;1.3375;0.7875;-0.15;1.01856;-2.28256;-3.73064;
4.55;0.55708;-0.122063;-0.505;1.37659;0.774225;-0.384;0.900115;-2.44805;-2.85001;
4.6;0.5504;-0.144;-0.37;1.41472;0.7488;-0.636;0.774591;-2.56354;-1.72788;
4.65;0.542798;-0.158813;-0.22;1.45125;0.710325;-0.906;0.644802;-2.61652;-0.346557;
4.7;0.53465;-0.16575;-0.055;1.48552;0.6579;-1.194;0.514204;-2.59358;1.31161;
4.75;0.526367;-0.164062;0.125;1.5168;0.590625;-1.5;0.386947;-2.48045;3.26431;
4.8;0.5184;-0.153;0.32;1.54432;0.5076;-1.824;0.267915;-2.26195;5.5292;
4.85;0.511236;-0.131813;0.53;1.56728;0.407925;-2.166;0.162775;-1.92203;8.12396;
4.9;0.5054;-0.09975;0.755;1.58482;0.2907;-2.526;0.0780175;-1.44376;11.0663;
4.95;0.501455;-0.0560625;0.995;1.59604;0.155025;-2.904;0.0210017;-0.809316;14.3738;
5;0.5;2.84217e-14;1.25;1.6;2.84217e-14;-3.3;2.27374e-12;-1.36424e-12;18.0642;
5.05;0.499768;-0.00925781;-0.182813;1.6;0;0;0;0;0;
5.1;0.499078;-0.0182812;-0.178125;1.6;0;0;0;0;0;
5.15;0.497943;-0.0270703;-0.173438;1.6;0;0;0;0;0;
5.2;0.496375;-0.035625;-0.16875;1.6;0;0;0;0;0;
5.25;0.494385;-0.0439453;-0.164063;1.6;0;0;0;0;0;
5.3;0.491984;-0.0520312;-0.159375;1.6;0;0;0;0;0;
5.35;0.489186;-0.0598828;-0.154688;1.6;0;0;0;0;0;
5.4;0.486;-0.0675;-0.15;1.6;0;0;0;0;0;
5.45;0.482439;-0.0748828;-0.145313;1.6;0;0;0;0;0;
5.5;0.478516;-0.0820312;-0.140625;1.6;0;0;0;0;0;
5.55;0.47424;-0.0889453;-0.135938;1.6;0;0;0;0;0;
5.6;0.469625;-0.095625;-0.13125;1.6;0;0;0;0;0;
5.65;0.464682;-0.10207;-0.126563;1.6;0;0;0;0;0;
5.7;0.459422;-0.108281;-0.121875;1.6;0;0;0;0;0;
5.75;0.453857;-0.114258;-0.117188;1.6;0;0;0;0;0;
5.8;0.448;-0.12;-0.1125;1.6;0;0;0;0;0;
5.85;0.441861;-0.125508;-0.107813;1.6;0;0;0;0;0;
5.9;0.435453;-0.130781;-0.103125;1.6;0;0;0;0;0;
5.95;0.428787;-0.13582;-0.0984375;1.6;0;0;0;0;0;
6;0.421875;-0.140625;-0.09375;1.6;0;0;0;0;0;
6.05;0.414729;-0.145195;-0.0890625;1.6;0;0;0;0;0;
6.1;0.407359;-0.149531;-0.084375;1.6;0;0;0;0;0;
6.15;0.399779;-0.153633;-0.0796875;1.6;0;0;0;0;0;
6.2;0.392;-0.1575;-0.075;1.6;0;0;0;0;0;
6.25;0.384033;-0.161133;-0.0703125;1.6;0;0;0;0;0;
6.3;0.375891;-0.164531;-0.065625;1.6;0;0;0;0;0;
6.35;0.367584;-0.167695;-0.0609375;1.6;0;0;0;0;0;
6.4;0.359125;-0.170625;-0.05625;1.6;0;0;0;0;0;
6.45;0.350525;-0.17332;-0.0515625;1.6;0;0;0;0;0;
6.5;0.341797;-0.175781;-0.046875;1.6;0;0;0;0;0;
6.55;0.332951;-0.178008;-0.0421875;1.6;0;0;0;0;0;
6.6;0.324;-0.18;-0.0375;1.6;0;0;0;0;0;
6.65;0.314955;-0.181758;-0.0328125;1.6;0;0;0;0;0;
6.7;0.305828;-0.183281;-0.028125;1.6;0;0;0;0;0;
6.75;0.296631;-0.18457;-0.0234375;1.6;0;0;0;0;0;
6.8;0.287375;-0.185625;-0.01875;1.6;0;0;0;0;0;
6.85;0.278072;-0.186445;-0.0140625;1.6;0;0;0;0;0;
6.9;0.268734;-0.187031;-0.009375;1.6;0;0;0;0;0;
6.95;0.259373;-0.187383;-0.0046875;1.6;0;0;0;0;0;
7;0.25;-0.1875;-1.55431e-15;1.6;0;0;0;0;0;
7.05;0.240627;-0.187383;0.0046875;1.6;0;0;0;0;0;
7.1;0.231266;-0.187031;0.009375;1.6;0;0;0;0;0;
7.15;0.221928;-0.186445;0.0140625;1.6;0;0;0;0;0;
7.2;0.212625;-0.185625;0.01875;1.6;0;0;0;0;0;
7.25;0.203369;-0.18457;0.0234375;1.6;0;0;0;0;0;
7.3;0.194172;-0.183281;0.028125;1.6;0;0;0;0;0;
7.35;0.185045;-0.181758;0.0328125;1.6;0;0;0;0;0;
7.4;0.176;-0.18;0.0375;1.6;0;0;0;0;0;
7.45;0.167049;-0.178008;0.0421875;1.6;0;0;0;0;0;
7.5;0.158203;-0.175781;0.046875;1.6;0;0;0;0;0;
7.55;0.149475;-0.17332;0.0515625;1.6;0;0;0;0;0;
7.6;0.140875;-0.170625;0.05625;1.6;0;0;0;0;0;
7.65;0.132416;-0.167695;0.0609375;1.6;0;0;0;0;0;
7.7;0.124109;-0.164531;0.065625;1.6;0;0;0;0;0;
7.75;0.115967;-0.161133;0.0703125;1.6;0;0;0;0;0;
7.8;0.108;-0.1575;0.075;1.6;0;0;0;0;0;
7.85;0.100221;-0.153633;0.0796875;1.6;0;0;0;0;0;
7.9;0.0926406;-0.149531;0.084375;1.6;0;0;0;0;0;
7.95;0.0852715;-0.145195;0.0890625;1.6;0;0;0;0;0;
8;0.078125;-0.140625;0.09375;1.6;0;0;0;0;0;
8.05;0.0712129;-0.13582;0.0984375;1.6;0;0;0;0;0;
8.1;0.0645469;-0.130781;0.103125;1.6;0;0;0;0;0;
8.15;0.0581387;-0.125508;0.107812;1.6;0;0;0;0;0;
8.2;0.052;-0.12;0.1125;1.6;0;0;0;0;0;
8.25;0.0461426;-0.114258;0.117187;1.6;0;0;0;0;0;
8.3;0.0405781;-0.108281;0.121875;1.6;0;0;0;0;0;
8.35;0.0353184;-0.10207;0.126562;1.6;0;0;0;0;0;
8.4;0.030375;-0.095625;0.13125;1.6;0;0;0;0;0;
8.45;0.0257598;-0.0889453;0.135937;1.6;0;0;0;0;0;
8.5;0.0214844;-0.0820313;0.140625;1.6;0;0;0;0;0;
8.55;0.0175605;-0.0748828;0.145312;1.6;0;0;0;0;0;
8.6;0.014;-0.0675;0.15;1.6;0;0;0;0;0;
8.65;0.0108145;-0.0598828;0.154687;1.6;0;0;0;0;0;
8.7;0.00801563;-0.0520313;0.159375;1.6;0;0;0;0;0;
8.75;0.00561523;-0.0439453;0.164062;1.6;0;0;0;0;0;
8.8;0.003625;-0.035625;0.16875;1.6;0;0;0;0;0;
8.85;0.00205664;-0.0270703;0.173437;1.6;0;0;0;0;0;
8.9;0.000921875;-0.0182813;0.178125;1.6;0;0;0;0;0;
8.95;0.000232422;-0.00925781;0.182812;1.6;0;0;0;0;0;
9;1.77636e-15;-1.77636e-15;0.1875;1.6;0;0;0;0;0;
